,id,realm,region,displayName,favoriteRace,clanTag,previousRank,points,wins,losses,mmr,joinTimestamp
0,2450589,1,3,Prince,protoss,,1,1192,37,8,6264,1673780376
1,6359791,1,3,iiiiiiiiiiii,protoss,,6,1228,57,21,6143,1673521174
2,4165224,1,3,Scarlett,random,RBLN,0,418,30,10,6099,1673521174
3,6663897,1,3,llllllllllll,protoss,,0,361,9,1,6096,1674212370
4,4165224,1,3,Scarlett,zerg,RBLN,0,347,21,9,6085,1674385172
5,7112731,1,3,llllllllllll,terran,,0,1061,23,10,6043,1674298771
6,6692257,1,3,Akira,protoss,常败将军,0,73,1,0,6000,1673521174
7,817479,1,3,PartinG,protoss,,0,794,74,7,5976,1674471572
8,5713844,1,3,견쌍섭,zerg,Heroes,6,1443,176,83,5877,1673521174
9,6287904,1,3,llllllllllll,protoss,,0,639,16,4,5828,1673953178
10,1001315,2,3,Rex,zerg,ONSYDE,0,321,9,7,5770,1674385172
11,7220095,1,3,ChosenOne,protoss,MYG,9,1287,110,62,5764,1673521174
12,3966178,1,3,llllllllIIll,terran,,0,94,1,1,5759,1673953178
13,4004729,1,3,QuanTa,terran,TeamNV,8,1271,122,66,5755,1673521174
14,1328422,2,3,llllllllllll,zerg,,0,420,32,23,5685,1673521174
15,4098759,1,3,VALHALLA,zerg,,24,962,77,36,5678,1673521174
16,3835058,1,3,lllllllllll,protoss,,0,869,59,8,5670,1673521174
17,6310888,1,3,llllllllllll,terran,,0,1059,61,33,5661,1673953178
18,4662298,1,3,이지안,protoss,,20,919,67,48,5615,1673521174
19,7606332,1,3,llllllllllll,terran,,0,784,21,9,5614,1674039579
20,5554511,1,3,llllllllllll,zerg,,0,1006,40,23,5604,1673607575
21,6332517,1,3,llllllllllll,protoss,,0,304,20,20,5595,1673607575
22,1126978,2,3,猫雷,zerg,,0,296,80,48,5590,1673521174
23,5029227,1,3,IIIIIIIIIII,zerg,,12,1252,221,160,5583,1673521174
24,315879,1,3,Spear,terran,TeamNV,0,796,46,37,5577,1673521174
25,7685329,1,3,李知恩,zerg,诺娃的小迷妹,23,764,37,24,5562,1673521174
26,7048408,1,3,scv,protoss,偶像本人,0,348,10,11,5542,1673953178
27,6060875,1,3,神威,zerg,,33,1020,61,39,5536,1673521174
28,1370901,2,3,猫雷,zerg,,0,854,56,48,5525,1673607575
29,7311540,1,3,HonMonO,terran,PREP,0,479,10,3,5520,1674212370
30,7477009,1,3,湾国吃不起茶叶蛋,terran,,0,576,39,16,5511,1673521174
31,1660486,2,3,夕立糊涂,zerg,,0,386,21,13,5506,1673866777
32,6932345,1,3,Joliwaloves,protoss,,37,538,77,50,5475,1673521174
33,1336260,2,3,飘往月球不死之烟,zerg,Mokou,0,137,4,2,5466,1674471572
34,3414189,1,3,영준농원,protoss,인투더,0,525,24,12,5460,1673866777
35,1665136,2,3,llllllllllll,terran,,39,371,21,14,5459,1673693976
36,6301689,1,3,llllllllllll,protoss,,0,82,2,0,5439,1674298771
37,4846030,1,3,NORTHAMERICA,protoss,KRisEZ,27,1023,89,67,5431,1673521174
38,1400378,2,3,StarAtt,protoss,,0,203,27,5,5428,1673521174
39,7486821,1,3,llllllllllll,protoss,丨SLT2丨,0,253,10,4,5419,1674298771
40,6524143,1,3,lllIllIllIll,terran,,0,388,26,15,5368,1673693976
41,7381141,1,3,千年之狐,terran,FLC,0,580,18,8,5359,1674298771
42,6327819,1,3,kaqTe,protoss,勝手,0,474,31,33,5341,1673521174
43,1400555,2,3,JavieR,terran,鑫驫影壇,0,734,26,20,5333,1674039579
44,3948758,1,3,IDkid,protoss,,45,937,54,42,5325,1673521174
45,7272342,1,3,复仇者,protoss,,0,366,20,10,5317,1674125979
46,1121680,2,3,Rikka,zerg,,0,498,21,30,5313,1673953178
47,7556737,1,3,llllllllll,protoss,姐姐帮你,45,457,24,20,5305,1673521174
48,6992279,1,3,IIIIIIIIIIII,terran,,53,981,177,120,5303,1673521174
49,1582259,2,3,lllllllllll,terran,,53,946,59,40,5301,1673521174
50,5004819,1,3,llllllllllll,protoss,,0,139,3,2,5289,1674471572
51,986557,2,3,IIIIIIIIIIII,terran,,52,768,41,39,5284,1673607575
52,1644602,2,3,llllllllllll,zerg,,0,674,27,24,5268,1673953178
53,6707976,1,3,IIIIIIII,protoss,TurboS,0,449,20,16,5256,1674039579
54,7543251,1,3,LLLLLLLLLLLL,protoss,,0,254,30,15,5241,1673521174
55,1578783,2,3,SpeCTraL,terran,,68,878,94,78,5213,1673521174
56,163246,1,3,데스윙,random,CIM,0,623,23,17,5193,1674039579
57,2703605,1,3,치앙마이,zerg,,0,524,23,23,5171,1673953178
58,946252,1,3,OnceStork,protoss,낭만,0,328,21,13,5162,1674471572
59,7535476,1,3,llllllllllll,terran,,0,824,48,33,5154,1674039579
60,730107,2,3,shinobu,zerg,GdAT,71,705,54,31,5153,1673521174
61,5973307,1,3,llllllllllll,terran,,0,419,17,22,5151,1674298771
62,6092427,1,3,llllllllllll,zerg,,59,813,54,49,5150,1673521174
63,2767742,1,3,IIIIIIIII,terran,,0,766,34,30,5149,1674039579
64,5022826,1,3,birth,protoss,봉민패밀리,0,73,0,1,5147,1674039579
65,1302234,1,3,인생모잇어,terran,Grow,0,619,75,45,5141,1673607575
66,2976892,1,3,Bubble,protoss,,0,495,20,16,5136,1674212370
67,1114784,2,3,lllllllll,protoss,,49,742,27,31,5133,1673521174
68,4170350,1,3,llllllllllll,zerg,,0,362,20,19,5131,1673607575
69,697153,2,3,llllllllllll,terran,,0,617,21,22,5129,1673866777
70,5976368,1,3,LUCY,terran,,74,773,47,36,5124,1673693976
71,4193827,1,3,TheoRy,protoss,얼라이브,0,310,67,63,5111,1673521174
72,7618005,1,3,유아마이힐러,terran,,74,751,54,18,5106,1673607575
73,7063558,1,3,申有娜汪汪队队长,protoss,,0,125,4,2,5096,1674298771
74,7127357,1,3,llllllllllll,terran,,0,95,2,0,5086,1674212370
75,1755108,2,3,lllllllllll,terran,,0,315,25,26,5080,1673521174
76,7659806,1,3,shouldergang,protoss,DWT,0,270,16,8,5063,1673866777
77,6865278,1,3,llllllllllll,protoss,,67,544,28,27,5056,1673607575
78,5081355,1,3,llllllllllll,zerg,무한오영종2,0,545,34,25,5052,1673521174
79,6087601,1,3,可爱感染虫小韩宗,protoss,你是萝莉吗,0,318,87,94,5042,1673521174
80,7247804,1,3,WarchiefRich,protoss,,0,722,42,27,5041,1674125979
81,709912,2,3,llllllllllll,zerg,,0,94,2,1,5036,1674212370
82,7725821,1,3,IIIIIIIIIIII,zerg,,0,660,51,36,5036,1673693976
83,7301240,1,3,llllllllllll,zerg,,66,548,60,55,5030,1673521174
84,4261445,1,3,llllllllllll,terran,인투더,0,262,27,22,5029,1673521174
85,6933563,1,3,myosotis,protoss,,0,309,36,23,5028,1673521174
86,7678334,1,3,llllllllllll,terran,对面打不过我,0,713,167,155,5015,1673866777
87,7093063,1,3,IIIIIIIIIIII,terran,坦克解放一波,118,771,126,83,5013,1673693976
88,6682997,1,3,kuro,terran,REST,0,105,3,1,5012,1673953178
89,6080263,1,3,Pain,terran,,0,533,24,14,5008,1673780376
90,5705333,1,3,lIIlllIlllII,protoss,,0,547,35,30,5003,1673693976
91,6874354,1,3,RFZealot,protoss,魔法少女小屋,0,471,31,8,5001,1674212370
92,1565168,2,3,厦门孙一峰,terran,,0,217,23,22,4998,1673521174
93,7271700,1,3,tyytytyt,protoss,,0,679,43,37,4996,1673780376
94,7698908,1,3,llllllllllll,terran,,0,361,36,10,4989,1673866777
95,7562541,1,3,llllllllllll,protoss,,0,615,36,36,4980,1674039579
96,3458949,1,3,티아코스모스,zerg,Dopen,93,690,63,56,4963,1673521174
97,6037600,1,3,TEAMDAOxDasH,protoss,klaytn,83,728,180,144,4960,1673521174
98,6334501,1,3,llllllllllll,terran,,81,649,63,61,4959,1673521174
99,7716833,1,3,IlIlIIlIlIlI,terran,,110,591,40,32,4952,1673521174
100,757395,2,3,IIIIIIIlIIII,zerg,,0,221,20,15,4952,1673521174
101,3100776,1,3,스타고수,protoss,,0,254,18,15,4949,1673953178
102,1720322,2,3,地呱球,terran,,0,675,48,47,4944,1673953178
103,3726907,1,3,은빛혈관,terran,중금속중독자,0,397,16,15,4927,1674298771
104,6237218,1,3,llllllllllll,protoss,,84,466,56,52,4925,1673521174
105,7212461,1,3,小点点,zerg,,0,311,22,17,4925,1673693976
106,3199232,1,3,초심찾은애플,terran,낭만,131,637,65,54,4916,1673521174
107,7075022,1,3,SFAFASF,protoss,,0,309,13,25,4905,1673521174
108,1069429,2,3,llllllllllll,terran,,0,435,23,21,4903,1674039579
109,1849111,1,3,러블리보영,protoss,,0,515,40,17,4902,1673866777
110,2806159,1,3,Dauphine,terran,,98,618,32,29,4899,1673521174
111,3006388,1,3,llllllllllll,protoss,,0,314,23,9,4898,1673693976
112,2966590,1,3,IIIIIIIIII,zerg,,93,661,53,53,4897,1673521174
113,5754758,1,3,llllllllllll,terran,,0,317,22,8,4895,1673693976
114,7150407,1,3,NightSky,terran,,0,234,44,36,4893,1673521174
115,4890370,1,3,IIIIIIIIIIII,zerg,,105,597,175,162,4891,1673521174
116,1825033,1,3,llllllllllll,terran,,106,650,46,52,4890,1673693976
117,2498566,1,3,IlllllIIIlll,zerg,,0,378,18,16,4883,1674039579
118,1317584,2,3,Hupsaiya,protoss,,0,391,17,17,4872,1674471572
119,794261,2,3,Nzs,protoss,Rush,125,622,47,45,4861,1673521174
120,1269172,2,3,Gemini,protoss,ONSYDE,0,590,32,26,4856,1674298771
121,92908,1,3,llllllllllll,zerg,,127,643,64,59,4853,1673521174
122,5713844,1,3,견쌍섭,terran,Heroes,0,656,40,14,4851,1674125979
123,2812292,1,3,llllllllllll,terran,,117,673,118,108,4849,1673521174
124,2654466,1,3,Han,terran,,100,650,70,60,4849,1673521174
