,id,realm,region,displayName,favoriteRace,clanTag,previousRank,points,wins,losses,mmr,joinTimestamp
0,2060165,1,1,Astrea,αX,protoss,0,519,28,11,6488.0,1673841574
1,6438678,1,1,trigger,BASKGG,protoss,0,1508,106,48,6271.0,1673582378
2,4411090,1,1,MillForGG,,terran,0,1520,191,99,6184.0,1673582378
3,10440843,1,1,thrrepoint,PTHero,zerg,0,754,63,30,6120.0,1673582378
4,10119511,1,1,HonMonO,PREP,terran,0,761,66,17,6100.0,1673582378
5,383770,1,1,Vindicta,CrnKy,terran,0,830,61,27,6073.0,1673582378
6,3164731,1,1,eXaScaLe,SUPERA,protoss,0,153,26,4,6038.0,1673582378
7,3427200,1,1,WrockEr,TGosuP,protoss,0,271,72,43,6005.0,1673582378
8,8212512,1,1,FiveKPackage,,zerg,0,197,29,17,6000.0,1673582378
9,11282328,1,1,ZergOpRace,UkkoSC,zerg,0,384,43,14,5992.0,1673927977
10,2452970,1,1,Marshall,TGosuP,protoss,0,265,21,9,5934.0,1673582378
11,10175649,1,1,SpiderMan,TGosuP,protoss,0,526,30,22,5930.0,1674100770
12,11231233,1,1,ZergLUL,eGGzSC,zerg,0,785,38,18,5922.0,1674014379
13,20391264,1,1,MapeTheApe,,protoss,0,1124,60,44,5893.0,1673582378
14,11282213,1,1,Woah,UkkoSC,zerg,0,143,25,8,5891.0,1673582378
15,11282470,1,1,CantStopMe,UkkoSC,zerg,0,178,16,15,5824.0,1673582378
16,11102881,1,1,llllllllllll,,protoss,19,1240,160,82,5767.0,1673582378
17,11282354,1,1,RageQueue,UkkoSC,zerg,0,375,22,22,5755.0,1673755172
18,2342054,1,1,Zero,Perfec,terran,0,1011,81,54,5726.0,1673582378
19,11282472,1,1,ImBangsMom,UkkoSC,,0,304,22,12,,1673668780
20,11282235,1,1,Autorefresh,UkkoSC,zerg,0,151,19,12,5698.0,1673582378
21,12249385,1,1,llllllllllll,,zerg,20,1171,108,74,5685.0,1673582378
22,2689667,1,1,MightyKiwi,,,0,367,47,16,,1673755172
23,810627,1,1,Jason,juggr,terran,0,1150,177,106,5674.0,1673582378
24,1204822,1,1,Ruiyichi,APPR,protoss,0,681,33,21,5621.0,1673582378
25,7290428,1,1,MeomaikA,Msia,zerg,0,812,43,27,5603.0,1674014379
26,2192180,1,1,PiG,PiGPan,random,0,757,38,33,5601.0,1673582378
27,11546942,1,1,iAMBacK,,terran,0,976,63,43,5583.0,1674014379
28,9816384,1,1,TEAMDAODaSh,TDAO,protoss,0,558,46,8,5565.0,1673582378
29,12271005,1,1,CanadianApe,TGosuP,protoss,0,731,69,62,5563.0,1673582378
30,2868603,1,1,pezzaperry,,protoss,0,417,13,18,5543.0,1674014379
31,11753039,1,1,Entrepl,,terran,0,366,23,7,5542.0,1673841574
32,10950240,1,1,omgabanana,weL0ve,zerg,0,512,30,23,5536.0,1673582378
33,10231591,1,1,llllllllllll,,protoss,0,818,59,21,5534.0,1673582378
34,12310699,1,1,Amaterasu,,zerg,0,398,28,12,5531.0,1673582378
35,7676015,1,1,Angrykimchi,,terran,0,494,31,16,5530.0,1673582378
36,1272411,2,1,MMRDelivery,,zerg,0,644,30,20,5516.0,1674014379
37,10477060,1,1,LiLppMcGEE,IittIe,zerg,0,282,5,4,5507.0,1673668780
38,5739171,1,1,Yoyo,PTHero,zerg,0,433,21,17,5498.0,1673841574
39,20724917,1,1,DikHeadTeran,,terran,0,722,53,41,5470.0,1673582378
40,11846316,1,1,llllllllllll,,protoss,0,625,64,3,5432.0,1673841574
41,6197894,1,1,Change,,protoss,0,299,30,4,5432.0,1673582378
42,20364915,1,1,Dice,DrgnEg,terran,0,868,56,56,5422.0,1673582378
43,5739171,1,1,Yoyo,PTHero,protoss,0,936,87,60,5409.0,1673755172
44,20845154,1,1,Hupsaiya,PSISTM,protoss,48,815,76,60,5392.0,1673582378
45,2906329,1,1,daDDy,,terran,0,348,22,22,5390.0,1673582378
46,3746343,1,1,Codebar,,zerg,0,487,31,16,5386.0,1674014379
47,2722901,1,1,PracticeX,xGenGx,terran,0,633,30,26,5380.0,1673755172
48,627332,2,1,Rescue,MadK,zerg,50,590,39,15,5346.0,1673582378
49,11051285,1,1,NAchobo,Yeat,protoss,0,774,54,34,5338.0,1673582378
50,1611575,1,1,RayReign,RRDZ,protoss,53,880,125,90,5318.0,1673582378
51,2868603,1,1,pezzaperry,,,52,481,41,25,,1673582378
52,20255241,1,1,RANCHDUBOIS,,zerg,0,345,16,17,5310.0,1674187172
53,129450,2,1,INexoRable,eX,terran,0,574,32,17,5300.0,1673582378
54,12754379,1,1,paper,,protoss,0,694,79,52,5297.0,1673582378
55,12745828,1,1,llllllllllll,,terran,0,576,36,18,5296.0,1673582378
56,4516517,1,1,OOOOOOOOOOOO,,zerg,0,328,26,7,5293.0,1674187172
57,5501770,1,1,PattyMac,,terran,0,822,63,34,5282.0,1673841574
58,20014064,1,1,Alopex,Ðonkey,zerg,0,255,21,9,5281.0,1674187172
59,1656173,1,1,acheron,BBEx,protoss,0,653,36,15,5279.0,1673841574
60,20131882,1,1,Puki,,zerg,0,533,57,19,5277.0,1673582378
61,20419103,1,1,llllllllllll,,protoss,0,164,32,19,5277.0,1673582378
62,10727098,1,1,DolorousEdd,,protoss,0,325,20,11,5265.0,1673668780
63,12694165,1,1,Moondeer,lulu32,zerg,0,301,41,16,5264.0,1673582378
64,562608,1,1,NamhciR,ROOT,terran,0,435,21,9,5260.0,1674187172
65,4424835,1,1,llllllllllll,,protoss,0,637,83,40,5255.0,1673582378
66,3348090,1,1,aviloSoAmaze,aivNA,terran,78,456,21,21,5245.0,1673582378
67,621032,1,1,Phog,,zerg,0,744,74,47,5241.0,1673582378
68,20031070,1,1,Arrtitek,SNlPED,protoss,0,225,7,3,5238.0,1673582378
69,4762806,1,1,Metropolis,BKSB,terran,0,633,28,20,5237.0,1674014379
70,12756355,1,1,Gorgoroth,,terran,0,390,26,9,5230.0,1673841574
71,1396009,1,1,bowlcut,MORMEN,zerg,0,660,41,31,5223.0,1673582378
72,1310301,2,1,RyoGin,UpeV,zerg,0,590,31,22,5219.0,1673927977
