,id,realm,region,displayName,favoriteRace,clanTag,previousRank,points,wins,losses,mmr,joinTimestamp
0,2450589,1,3,Prince,protoss,,0,944,30,5,6294,1673780376
1,4165224,1,3,Scarlett,random,RBLN,0,418,30,10,6099,1673521174
2,6663897,1,3,llllllllllll,protoss,,0,169,5,0,6088,1674212370
3,6359791,1,3,iiiiiiiiiiii,protoss,,0,725,39,17,6008,1673521174
4,6692257,1,3,Akira,protoss,常败将军,0,73,1,0,6000,1673521174
5,7112731,1,3,llllllllllll,terran,,0,654,14,6,5979,1674298771
6,5713844,1,3,견쌍섭,zerg,Heroes,6,1371,167,75,5840,1673521174
7,6287904,1,3,llllllllllll,protoss,,0,639,16,4,5828,1673953178
8,6420702,1,3,llllllllllll,protoss,,0,1177,63,26,5806,1674125979
9,4004729,1,3,QuanTa,terran,TeamNV,8,1200,110,61,5779,1673521174
10,5743068,1,3,LinkinPark,terran,린킨파크,0,146,4,1,5770,1674298771
11,3966178,1,3,llllllllIIll,terran,,0,94,1,1,5759,1673953178
12,7220095,1,3,ChosenOne,protoss,MYG,9,1227,106,61,5750,1673521174
13,1328422,2,3,llllllllllll,zerg,,0,420,32,23,5685,1673521174
14,4098759,1,3,VALHALLA,zerg,,24,962,77,36,5678,1673521174
15,3835058,1,3,lllllllllll,protoss,,0,869,59,8,5670,1673521174
16,4662298,1,3,이지안,protoss,,0,911,66,47,5666,1673521174
17,6310888,1,3,llllllllllll,terran,,0,1059,61,33,5661,1673953178
18,7685329,1,3,李知恩,zerg,诺娃的小迷妹,0,596,33,14,5652,1673521174
19,5029227,1,3,IIIIIIIIIII,zerg,,12,1216,207,146,5635,1673521174
20,7652838,1,3,Oriana,terran,MYG,0,623,21,10,5611,1674212370
21,5554511,1,3,llllllllllll,zerg,,0,1006,40,23,5604,1673607575
22,6332517,1,3,llllllllllll,protoss,,0,304,20,20,5595,1673607575
23,1126978,2,3,猫雷,zerg,,0,296,80,48,5590,1673521174
24,315879,1,3,Spear,terran,TeamNV,0,796,46,37,5577,1673521174
25,7048408,1,3,scv,protoss,偶像本人,0,348,10,11,5542,1673953178
26,6060875,1,3,神威,zerg,,33,907,55,34,5535,1673521174
27,7606332,1,3,llllllllllll,terran,,0,500,13,7,5533,1674039579
28,1370901,2,3,猫雷,zerg,,0,854,56,48,5525,1673607575
29,7311540,1,3,HonMonO,terran,PREP,0,479,10,3,5520,1674212370
30,7477009,1,3,湾国吃不起茶叶蛋,terran,,0,576,39,16,5511,1673521174
31,1660486,2,3,夕立糊涂,zerg,,0,386,21,13,5506,1673866777
32,3414189,1,3,영준농원,protoss,인투더,0,525,24,12,5460,1673866777
33,6932345,1,3,Joliwaloves,protoss,,0,450,75,49,5459,1673521174
34,6301689,1,3,llllllllllll,protoss,,0,82,2,0,5439,1674298771
35,1665136,2,3,llllllllllll,terran,,0,217,17,13,5434,1673693976
36,1400378,2,3,StarAtt,protoss,,0,203,27,5,5428,1673521174
37,1121680,2,3,Rikka,zerg,,0,456,20,22,5420,1673953178
38,7486821,1,3,llllllllllll,protoss,丨SLT2丨,0,253,10,4,5419,1674298771
39,4846030,1,3,NORTHAMERICA,protoss,KRisEZ,27,916,74,59,5391,1673521174
40,3948758,1,3,IDkid,protoss,,45,879,46,35,5369,1673521174
41,6524143,1,3,lllIllIllIll,terran,,0,388,26,15,5368,1673693976
42,1582259,2,3,lllllllllll,terran,,53,895,53,32,5354,1673521174
43,6327819,1,3,kaqTe,protoss,勝手,0,474,31,33,5341,1673521174
44,1400555,2,3,JavieR,terran,鑫驫影壇,0,734,26,20,5333,1674039579
45,7381141,1,3,千年之狐,terran,FLC,0,336,9,2,5320,1674298771
46,7272342,1,3,复仇者,protoss,,0,366,20,10,5317,1674125979
47,7556737,1,3,llllllllll,protoss,姐姐帮你,45,457,24,20,5305,1673521174
48,986557,2,3,IIIIIIIIIIII,terran,,52,599,36,36,5270,1673607575
49,1644602,2,3,llllllllllll,zerg,,0,674,27,24,5268,1673953178
50,6707976,1,3,IIIIIIII,protoss,TurboS,0,449,20,16,5256,1674039579
51,7543251,1,3,LLLLLLLLLLLL,protoss,,0,254,30,15,5241,1673521174
52,6992279,1,3,IIIIIIIIIIII,terran,,53,887,152,109,5217,1673521174
53,163246,1,3,데스윙,random,CIM,0,623,23,17,5193,1674039579
54,2976892,1,3,Bubble,protoss,,0,431,16,10,5188,1674212370
55,2703605,1,3,치앙마이,zerg,,0,524,23,23,5171,1673953178
56,5973307,1,3,llllllllllll,terran,,0,419,17,22,5151,1674298771
57,5022826,1,3,birth,protoss,봉민패밀리,0,73,0,1,5147,1674039579
58,1302234,1,3,인생모잇어,terran,Grow,0,619,75,45,5141,1673607575
59,4170350,1,3,llllllllllll,zerg,,0,362,20,19,5131,1673607575
60,7247804,1,3,WarchiefRich,protoss,,0,592,33,16,5122,1674125979
61,1114784,2,3,lllllllll,protoss,,49,460,16,18,5112,1673521174
62,4193827,1,3,TheoRy,protoss,얼라이브,0,310,67,63,5111,1673521174
63,7063558,1,3,申有娜汪汪队队长,protoss,,0,125,4,2,5096,1674298771
64,7301240,1,3,llllllllllll,zerg,,0,400,54,48,5093,1673521174
65,730107,2,3,shinobu,zerg,GdAT,0,613,50,31,5089,1673521174
66,1755108,2,3,lllllllllll,terran,,0,315,25,26,5080,1673521174
67,7127357,1,3,llllllllllll,terran,,0,73,1,0,5074,1674212370
68,7618005,1,3,유아마이힐러,terran,,0,663,47,15,5074,1673607575
69,697153,2,3,llllllllllll,terran,,0,457,17,20,5071,1673866777
70,6092427,1,3,llllllllllll,zerg,,59,477,32,30,5063,1673521174
71,7535476,1,3,llllllllllll,terran,,0,641,32,21,5062,1674039579
72,5227850,1,3,llllllllllll,terran,,91,732,111,95,5060,1673521174
73,5976368,1,3,LUCY,terran,,0,616,40,33,5058,1673693976
74,6865278,1,3,llllllllllll,protoss,,67,544,28,27,5056,1673607575
75,724720,1,3,Sandcastle,protoss,TeamGP,0,689,70,54,5055,1674212370
76,2767742,1,3,IIIIIIIII,terran,,0,663,28,29,5053,1674039579
77,5081355,1,3,llllllllllll,zerg,무한오영종2,0,545,34,25,5052,1673521174
78,7659806,1,3,shouldergang,protoss,DWT,0,236,15,8,5046,1673866777
79,6087601,1,3,可爱感染虫小韩宗,protoss,你是萝莉吗,0,318,87,94,5042,1673521174
80,709912,2,3,llllllllllll,zerg,,0,94,2,1,5036,1674212370
81,7725821,1,3,IIIIIIIIIIII,zerg,,0,660,51,36,5036,1673693976
82,4261445,1,3,llllllllllll,terran,인투더,0,262,27,22,5029,1673521174
83,6933563,1,3,myosotis,protoss,,0,309,36,23,5028,1673521174
84,3726907,1,3,은빛혈관,terran,중금속중독자,0,335,12,7,5019,1674298771
85,7678334,1,3,llllllllllll,terran,对面打不过我,0,713,167,155,5015,1673866777
86,1578783,2,3,SpeCTraL,terran,,68,736,79,71,5013,1673521174
87,6682997,1,3,kuro,terran,REST,0,105,3,1,5012,1673953178
88,6080263,1,3,Pain,terran,,0,533,24,14,5008,1673780376
89,5705333,1,3,lIIlllIlllII,protoss,,0,547,35,30,5003,1673693976
90,1565168,2,3,厦门孙一峰,terran,,0,217,23,22,4998,1673521174
91,7271700,1,3,tyytytyt,protoss,,0,679,43,37,4996,1673780376
92,2796429,1,3,Supreme,zerg,,0,224,13,9,4989,1674298771
93,7698908,1,3,llllllllllll,terran,,0,361,36,10,4989,1673866777
94,2806159,1,3,Dauphine,terran,,0,292,19,15,4988,1673521174
95,7562541,1,3,llllllllllll,protoss,,0,615,36,36,4980,1674039579
96,2966590,1,3,IIIIIIIIII,zerg,,93,575,45,40,4980,1673521174
97,7603042,1,3,lIlIIIIIIIll,terran,,0,73,0,1,4968,1674298771
98,6334501,1,3,llllllllllll,terran,,81,633,62,58,4964,1673521174
99,3458949,1,3,티아코스모스,zerg,Dopen,93,690,63,56,4963,1673521174
100,757395,2,3,IIIIIIIlIIII,zerg,,0,221,20,15,4952,1673521174
101,3100776,1,3,스타고수,protoss,,0,254,18,15,4949,1673953178
102,1825033,1,3,llllllllllll,terran,,0,636,45,50,4926,1673693976
103,6237218,1,3,llllllllllll,protoss,,84,466,56,52,4925,1673521174
104,7212461,1,3,小点点,zerg,,0,311,22,17,4925,1673693976
105,6874354,1,3,RFZealot,protoss,魔法少女小屋,0,339,26,5,4923,1674212370
106,3199232,1,3,초심찾은애플,terran,낭만,131,637,65,54,4916,1673521174
107,7716833,1,3,IlIlIIlIlIlI,terran,,110,525,36,31,4914,1673521174
108,2812292,1,3,llllllllllll,terran,,117,657,110,97,4910,1673521174
109,7075022,1,3,SFAFASF,protoss,,0,309,13,25,4905,1673521174
110,1069429,2,3,llllllllllll,terran,,0,435,23,21,4903,1674039579
111,1849111,1,3,러블리보영,protoss,,0,515,40,17,4902,1673866777
112,5359687,1,3,llIIlIIllIII,terran,,0,130,2,3,4900,1674298771
113,3006388,1,3,llllllllllll,protoss,,0,314,23,9,4898,1673693976
114,6192035,1,3,IIIIIIIIIIII,protoss,,0,588,27,24,4897,1674039579
115,5754758,1,3,llllllllllll,terran,,0,317,22,8,4895,1673693976
116,7150407,1,3,NightSky,terran,,0,234,44,36,4893,1673521174
117,4890370,1,3,IIIIIIIIIIII,zerg,,105,597,175,162,4891,1673521174
118,1269172,2,3,Gemini,protoss,ONSYDE,0,457,26,20,4885,1674298771
119,2498566,1,3,IlllllIIIlll,zerg,,0,378,18,16,4883,1674039579
120,1720322,2,3,地呱球,terran,,0,608,45,47,4873,1673953178
121,92908,1,3,llllllllllll,zerg,,127,601,60,54,4870,1673521174
122,5705333,1,3,lIIlllIlllII,terran,,130,547,61,49,4867,1673521174
123,7093063,1,3,IIIIIIIIIIII,terran,,0,578,115,77,4858,1673693976
124,6037600,1,3,TEAMDAOxDasH,protoss,klaytn,83,611,170,138,4849,1673521174
125,2654466,1,3,Han,terran,,100,562,59,49,4843,1673521174
126,794261,2,3,Nzs,protoss,Rush,125,536,41,40,4843,1673521174
127,780125,1,3,마법소녀울트라,zerg,낭만,0,343,33,26,4839,1673521174
128,7461497,1,3,Timba,zerg,,0,85,4,1,4836,1674298771
129,84709,1,3,IntoTheiNu,terran,인투더,0,383,22,20,4824,1673607575
130,4768774,1,3,IlIlIlIlIlIl,protoss,,0,312,14,16,4818,1674212370
